name_uk;name_ru;oblast;raion;type;lat;lon
Sokyriany;Sokyriany;Vinnytsia;;місто;48.58017;29.79168
Sokilnyky;Sokilnyky;Lviv;;місто;49.7816;23.98152
Sokilnyky;Sokilnyky;Luhansk;;місто;48.74839;38.8693
Sokilets;Sokilets;Ternopil;;місто;48.88612;25.40245
Sokhy;Sokhy;Rivne;;місто;51.51667;26.48333
Sokhuzhintsy;Sokhuzhintsy;Khmelnytskyi;;місто;49.95822;26.72765
Sokhny;Sokhny;Zhytomyr;;місто;49.60653;29.12653
Sokhachi;Sokhachi;Chernihiv;;місто;51.55602;32.85327
Sokhachevka;Sokhachevka;Vinnytsia;;місто;49.11667;28.16667
Sokal;Сокаль;Lviv;;місто;50.47452;24.28088
Sof’ye-Kondrat’yevka;Sof’ye-Kondrat’yevka;Donetsk;;місто;48.23972;38.14306
Sofiivskyi;Софиевский;Luhansk;;місто;48.21519;38.87395
Sofiivka;Валовое;Dnipropetrovsk;;місто;48.00675;33.11347
Sofiivka;Sofiivka;Chernihiv;;місто;51.88777;32.1361
Sofiyevka;Sofiyevka;Sumy;;місто;51.48333;34.08333
Sofiivka;Sofiivka;Sumy;;місто;51.03927;34.596
Sofiivka;Sofiivka;Vinnytsia;;місто;49.59322;28.53371
Sofiivka;Софиевка;Cherkasy;;місто;49.57068;31.57758
Sofiyevka;Sofiyevka;Kharkivs’ka Oblast’;;місто;49.35;35.98333
Sofiivka;Софиевка;Kharkivs’ka Oblast’;;місто;49.30208;35.63038
Sofiivka Persha;Sofiivka Persha;Kharkivs’ka Oblast’;;місто;48.8286;36.41249
Sofiivka;Sofiivka;Dnipropetrovsk;;місто;48.74078;37.51411
Sofiivka;Sofiivka;Donetsk;;місто;48.70514;36.86466
Sofiivka;Sofiivka;Kharkivs’ka Oblast’;;місто;48.69407;36.69911
Sofiivka;Sofiivka;Luhansk;;місто;48.37444;38.56972
Sofiyevka;Sofiyevka;Dnipropetrovsk;;місто;48.3;34.23333
Sofiivka;Sofiivka;Donetsk;;місто;48.26676;38.15652
Sofiyevka;Sofiyevka;Dnipropetrovsk;;місто;48.25;34.78333
Hruzynivka;Hruzynivka;Dnipropetrovsk;;місто;48.2014;34.08508
Sofiivka;Софиевка;Kirovohrad;;місто;48.19065;32.06751
Sofiivka;Sofiivka;Zaporizhzhia;;місто;48.03233;35.95972
Sofiyivka;Софиевка;Dnipropetrovsk;;місто;48.04734;33.87237
Oleksandrivka;Александровка;Dnipropetrovsk;;місто;47.94141;34.37071
Svitla Dolyna;Svitla Dolyna;Zaporizhzhia;;місто;47.88333;35.98333
Sofiyevka;Sofiyevka;Dnipropetrovsk;;місто;47.73333;33.78333
Sofiyivka;Софиевка;Mykolaiv;;місто;47.68285;32.36155
Sofiyivka;Sofiyivka;Odesa;;місто;47.55758;30.67479
Sofiyevka;Sofiyevka;Kherson;;місто;47.08084;33.66965
Sofiyivka;Sofiyivka;Odesa;;місто;47.02959;31.01472
Sofiivka;Sofiivka;Zaporizhzhia;;місто;46.98815;36.6699
Sofiivka;Sofiivka;Kherson;;місто;46.89792;34.10315
Sofiivka;Sofiivka;Kherson;;місто;46.83437;33.63683
Sofiivka;Sofiivka;Kherson;;місто;46.59626;32.25705
Sofiivka;Софиевка;Kherson;;місто;46.55593;34.04653
Sofiyevka;Sofiyevka;Kherson;;місто;46.35;33.68333
Sofiivka;Sofiivka;Odesa;;місто;46.04996;30.29158
Sofiivka;Sofiivka;Crimea;;місто;45.09456;34.00133
Sofiyepol’;Sofiyepol’;Kyiv;;місто;49.37381;29.8252
Sofiianivka;Sofiianivka;Volyn;;місто;51.20598;25.40858
Sofyne;Софино;Poltava;;місто;49.74157;33.08133
Sobolivka;Соболівка;Vinnytsia;;місто;49.33604;28.65096
Sobolivka;Sobolëvka;Zhytomyr;;місто;50.89027;28.71889
Sobolivka;Sobolivka;Kyiv;;місто;50.60869;29.60514
Sobolivka;Sobolivka;Zhytomyr;;місто;50.25086;28.09326
Sobolivka;Соболевка;Zhytomyr;;місто;50.14047;29.41939
Sobolivka;Sobolivka;Vinnytsia;;місто;48.61654;29.48911
Sobolivka;Sobolivka;Odesa;;місто;47.69399;29.56645
Sobkovtsy;Sobkovtsy;Khmelnytskyi;;місто;49.65;26.53333
Sobycheve;Собичево;Sumy;;місто;51.81651;33.69224
Sobych;Собич;Sumy;;місто;51.86037;33.26213
Sobishchytsi;Sobishchytsi;Rivne;;місто;51.40409;25.85128
Sobatyn;Sobatyn;Zakarpattia;;місто;48.32417;22.99712
Sobariv;Sobariv;Vinnytsia;;місто;49.19637;28.45218
Sniatynka;Sniatynka;Lviv;;місто;49.40171;23.48957
Sniatyn;Снятын;Ivano-Frankivsk;;місто;48.44883;25.55994
Snyachiv;Снячев;Chernivtsi;;місто;48.19071;25.84471
Smiach;Смяч;Chernihiv;;місто;52.13495;33.19951
Snovydovychi;Snovydovychi;Rivne;;місто;51.29105;27.39899
Snovydiv;Snovydiv;Ternopil;;місто;48.87689;25.28767
Snovychi;Snovychi;Lviv;;місто;49.73541;24.93424
Oliva;Олива;Crimea;;місто;44.40782;33.85072
Snitivka;Snitivka;Khmelnytskyi;;місто;49.32851;27.51879
Snitkiv;Snitkiv;Vinnytsia;;місто;48.81105;27.63604
Snytyshche;Snytyshche;Zhytomyr;;місто;51.26317;29.07398
Snityn;Снитин;Poltava;;місто;50.10512;33.24582
Snihurivka;Снигирёвка;Mykolaiv;;місто;47.07651;32.8197
Snidavka;Snidavka;Ivano-Frankivsk;;місто;48.23851;24.86283
Snizhne;Снежное;Donetsk;;місто;48.02612;38.77225
Snizhna;Снежная;Vinnytsia;;місто;49.61518;29.46904
Snizhkivka;Snizhkivka;Kharkivs’ka Oblast’;;місто;49.15624;37.22766
Snizhkove;Snizhkove;Kirovohrad;;місто;48.94632;32.76496
Snizhkiv;Снежков;Kharkivs’ka Oblast’;;місто;49.79476;35.51394
Snizhky;Snizhky;Kyiv;;місто;49.3656;30.11854
Snihurivka;Snihurivka;Ternopil;;місто;49.88403;25.87908
Snegurovka;Snegurovka;Kyiv;;місто;49.36667;29.7
Smykivka;Smykivka;Zhytomyr;;місто;50.45648;28.95543
Smykiv;Smykiv;Lviv;;місто;50.47686;24.53536
Smychyn;Смычин;Chernihiv;;місто;51.74498;31.60932
Smiach;Смяч;Chernihiv;;місто;51.76568;31.7457
Smohiv;Smohiv;Lviv;;місто;49.3;24.23333
Smozhe;Smozhe;Lviv;;місто;48.90368;23.1799
Smotryky;Смотрики;Poltava;;місто;50.27913;32.13812
Smotrichevka;Smotrichevka;Khmelnytskyi;;місто;48.95;26.63333
Smotrych;Смотрич;Khmelnytskyi;;місто;48.94707;26.5586
Smorzhiv;Smorzhiv;Lviv;;місто;50.29822;25.01284
Zmorshky;Zmorshky;Khmelnytskyi;;місто;49.90964;26.68848
Smorodkivka;Smorod’kovka;Kharkivs’ka Oblast’;;місто;49.7679;37.48904
Smorodino;Smorodino;Sumy;;місто;50.46889;35.0475
Smorodsk;Smorodsk;Rivne;;місто;51.79023;26.72789
Smordva;Smordva;Rivne;;місто;50.47412;25.54028
Smoliazh;Smoliazh;Chernihiv;;місто;51.21335;32.05175
Smoliava;Smoliava;Volyn;;місто;50.39952;25.09071
Smolyarze;Smolyarze;Volyn;;місто;50.9567;24.29099
Smoliary-Svitiazki;Smolyary-Svityaz’skiye;Volyn;;місто;51.41835;23.78961
Smoliari;Smoliari;Volyn;;місто;51.4608;24.29138
Smolyary;Smolyary;Volyn;;місто;51.33333;25.16667
Smolyarnya;Smolyarnya;Volyn;;місто;50.86667;24.43333
Smolianka;Смолянка;Chernihiv;;місто;51.2477;31.45803
Smolyanka;Smolyanka;Odesa;;місто;48.06846;29.35014
Smolianynove;Smolianynove;Luhansk;;місто;48.94125;38.71948
Smoliane;Смоляное;Zaporizhzhia;;місто;47.75578;34.97288
Smolivka;Smolivka;Zhytomyr;;місто;50.24887;28.9983
Smolova;Smolova;Volyn;;місто;50.78333;24.23333
Smilna;Смольная;Lviv;;місто;49.27826;23.19472
Smoline;Смолино;Kirovohrad;;місто;48.60127;31.31292
Smolyn;Смолин;Chernihiv;;місто;51.28801;31.00052
Smolin;Smolin;Lviv;;місто;50.15657;23.46273
Smolyhivka;Смолиговка;Chernihiv;;місто;51.6762;30.75195
Smolenskaya;Smolenskaya;Dnipropetrovsk;;місто;48.06667;34.28333
Smoldyriv;Smoldyriv;Zhytomyr;;місто;50.42298;27.59924
Smykarivka;Smykarivka;Sumy;;місто;51.87072;34.12041
Smodna;Smodna;Ivano-Frankivsk;;місто;48.31544;25.137
Smyrnove;Смирново;Zaporizhzhia;;місто;47.21246;36.54819
Smirnovka;Smirnovka;Sumy;;місто;51.06722;34.23306
Smyrnivka;Смирновка;Kharkivs’ka Oblast’;;місто;48.98816;36.42329
Smyrenivka;Smyrenivka;Zaporizhzhia;;місто;47.21786;35.33599
Smilchyntsi;Смельчинцы;Cherkasy;;місто;49.19326;30.83627
Smidyn;Smidyn;Volyn;;місто;51.29813;24.43555
Smerechka;Smerechka;Lviv;;місто;49.25585;22.89922
Smerkluv;Smerkluv;Ivano-Frankivsk;;місто;48.93618;25.13154
Smerekovo;Smerekovo;Zakarpattia;;місто;48.80019;22.63257
Smerekovka;Smerekovka;;;місто;47.65;24.81667
Smerekiv;Smerekiv;Lviv;;місто;50.02022;24.04685
Smerecha;Smerecha;Lviv;;місто;49.46667;22.8
Smelyy;Smelyy;Kharkivs’ka Oblast’;;місто;50.14328;35.78236
Smile;Smile;Luhansk;;місто;48.67623;38.9157
Novooleksandrivka;Новоалександровка;Mykolaiv;;місто;47.53581;32.21621
Smile;Smile;Zaporizhzhia;;місто;47.54249;36.68214
Smile;Smile;Chernihiv;;місто;51.57075;33.08881
Smile;Смелое;Sumy;;місто;50.92601;33.58499
Smila;Smila;Vinnytsia;;місто;49.77925;28.16404
Smila;Смела;Cherkasy;;місто;49.23295;31.88427
Smazhuv;Smazhuv;Lviv;;місто;50.3;25.01667
Smarzhyntsi;Smarzhyntsi;Vinnytsia;;місто;49.53524;29.14584
Sliuzivka;Sliuzivka;Poltava;;місто;49.56882;33.01636
Sliusari;Sliusari;Poltava;;місто;49.58666;33.94672
Slyusarëvo-Shurupovo;Slyusarëvo-Shurupovo;Donetsk;;місто;47.58333;38.26667
Shlyshkivtsi;Shlyshkivtsi;Vinnytsia;;місто;48.45585;27.9137
Slynkivshchyna;Slynkivshchyna;Poltava;;місто;50.29249;34.4083
Slupeyka;Slupeyka;Ivano-Frankivsk;;місто;48.16667;24.81667
Sloviansk;Славянск;Donetsk;;місто;48.84974;37.59739
Slov`yanoserbsk;Славяносербск;Luhansk;;місто;48.69779;38.98133
Slovyanoserbka;Slovyanoserbka;Odesa;;місто;46.9586;29.69934
Slovita;Slovita;Lviv;;місто;49.75809;24.59352
Slovechne;Словечно;Zhytomyr;;місто;51.37893;28.34967
Slout;Слоут;Sumy;;місто;51.75848;33.79306
Slonovskoye;Slonovskoye;Kherson;;місто;47.10039;33.56138
Slokhyni;Slokhyni;Lviv;;місто;49.54408;22.88163
Slobudka Konkol’nitska;Slobudka Konkol’nitska;Ivano-Frankivsk;;місто;49.18333;24.81667
Slobidka Bilshivtsivska;Slobidka Bilshivtsivska;Ternopil;;місто;49.17396;24.7201
Slobidka;Slobidka;Ternopil;;місто;49.51334;25.3442
Slobudka;Slobudka;Ternopil;;місто;48.98333;26
Slobudka;Slobudka;Ternopil;;місто;48.95;25.98333
Slobidka;Slobidka;Odesa;;місто;46.9297;30.07994
Slobodo-Petrivka;Slobodo-Petrivka;Poltava;;місто;50.11745;32.38397
Slobidka-Smotrytska;Slobidka-Smotrytska;Khmelnytskyi;;місто;48.97167;26.48226
Slobidka-Rykhtivs'ka;Slobidka-Rykhtivs'ka;Khmelnytskyi;;місто;48.62554;26.40516
Slobodka Pol’na;Slobodka Pol’na;Ivano-Frankivsk;;місто;48.58791;25.35749
Slobidka-Okhrimovetska;Slobidka-Okhrimovetska;Khmelnytskyi;;місто;49.09385;27.26083
Slobidka-Mushkativska;Slobidka-Mushkativska;Ternopil;;місто;48.79725;26.09715
Slobodka Mukshanskaya;Slobodka Mukshanskaya;Khmelnytskyi;;місто;48.56667;26.7
Sloboda-Mezhyrivska;Sloboda-Mezhyrivska;Vinnytsia;;місто;49.108;27.89495
Slobodka Malinovetskaya;Slobodka Malinovetskaya;Chernivtsi;;місто;48.51341;26.61233
Slobidka-Krasylivska;Slobidka-Krasylivska;Khmelnytskyi;;місто;49.61946;26.97812
Dubove;Dubove;Odesa;;місто;47.44;29.28694
Slobodka Chernelevetskaya;Slobodka Chernelevetskaya;Khmelnytskyi;;місто;49.63854;26.80693
Slobodka;Slobodka;Chernihiv;;місто;51.95;32.18333
Slobidka;Slobidka;Chernihiv;;місто;51.86433;32.90681
Mala Slobidka;Mala Slobidka;Sumy;;місто;51.82333;34.24389
Slobidka;Slobidka;Chernihiv;;місто;51.49841;32.39082
Slobodka;Slobodka;Sumy;;місто;50.51667;34.03333
Slobidka;Slobidka;Zhytomyr;;місто;50.45312;28.89779
Slobidka;Slobidka;Rivne;;місто;50.307;26.50089
Slobidka;Slobidka;Kharkivs’ka Oblast’;;місто;49.9652;35.04778
Slobidka;Слободка;Poltava;;місто;49.86723;33.45042
Slobodka;Slobodka;Khmelnytskyi;;місто;49.28489;26.56072
Slobidka;Slobidka;Khmelnytskyi;;місто;49.26485;27.0861
Slobodka;Slobodka;Khmelnytskyi;;місто;48.75422;27.30237
Slobidka;Слободка;Mykolaiv;;місто;47.97313;32.93881
Slobidka;Слободка;Odesa;;місто;47.88372;29.344
Slobidka;Slobidka;Odesa;;місто;46.39428;29.08986
Slobodyshche;Slobodyshche;Zhytomyr;;місто;50.02078;28.47759
Slobodyshche;Slobodyshche;Vinnytsia;;місто;48.96456;29.59651
Sloboda Zasluch’;Sloboda Zasluch’;Khmelnytskyi;;місто;49.75;27.21667
Sloboda-Yaryshivska;Sloboda-Yaryshivska;Vinnytsia;;місто;48.54335;27.63691
Slobidka;Slobidka;Vinnytsia;;місто;49.48823;28.29968
Sloboda-Viazivka;Sloboda-Viazivka;Zhytomyr;;місто;51.16246;28.8926
Sloboda Staromeyskaya;Sloboda Staromeyskaya;Khmelnytskyi;;місто;49.75;27.16667
Sloboda Shlyshkovetskaya;Sloboda Shlyshkovetskaya;Vinnytsia;;місто;48.46064;27.95293
Slobidka-Shelekhivska;Slobidka-Shelekhivska;Khmelnytskyi;;місто;49.16097;27.42709
Sloboda-Sharhorodska;Sloboda-Sharhorodska;Vinnytsia;;місто;48.73381;28.06784
Sharapanivka;Sharapanivka;Vinnytsia;;місто;48.49339;28.88071
Sloboda-Rivnianska;Sloboda-Rivnianska;Ivano-Frankivsk;;місто;48.89125;24.21629
Sloboda Piklesivska;Sloboda Piklesivska;Vinnytsia;;місто;48.3;28.48333
Sloboda Novomeyskaya;Sloboda Novomeyskaya;Khmelnytskyi;;місто;49.76667;27.21667
Sloboda-Nebylivska;Sloboda-Nebylivska;Ivano-Frankivsk;;місто;48.82757;24.25896
Sloboda Mizyakivskaya;Sloboda Mizyakivskaya;Vinnytsia;;місто;49.40204;28.40809
Sloboda Matiykovs’ka;Sloboda Matiykovs’ka;Vinnytsia;;місто;48.95;27.85
Sloboda Lopatichi;Sloboda Lopatichi;Zhytomyr;;місто;51.13333;27.55
Kushnirivska Slobidka;Kushnirivska Slobidka;Khmelnytskyi;;місто;49.62665;26.40461
Sloboda Komarovskaya;Sloboda Komarovskaya;Vinnytsia;;місто;49.11667;27.6
Sloboda-Khodatska;Sloboda-Khodatska;Vinnytsia;;місто;49.03214;27.42868
Snovske;Snovske;Chernihiv;;місто;51.84351;32.01625
Slobidka Hlushkovetska;Sloboda Glushkovetskaya;Khmelnytskyi;;місто;49.12317;26.96873
Dubenskaya;Dubenskaya;Ivano-Frankivsk;;місто;48.85;24.11667
Sloboda-Dashkovetska;Sloboda-Dashkovetska;Vinnytsia;;місто;49.24949;28.28078
Sloboda-Bushanskaya;Sloboda-Bushanskaya;Vinnytsia;;місто;48.34763;28.08728
Sloboda Bukachovetska;Sloboda Bukachovetska;Ivano-Frankivsk;;місто;49.25006;24.48203
Zahrebelna Sloboda;Zagrebel’naya Sloboda;Chernihiv;;місто;51.93333;31.9
Sloboda-Bolekhivska;Sloboda-Bolekhivska;Ivano-Frankivsk;;місто;48.97785;23.73954
Sloboda;Sloboda;Chernihiv;;місто;52.10694;31.48778
Sloboda;Sloboda;Chernihiv;;місто;51.33489;31.36641
Sloboda;Слобода;Sumy;;місто;51.19806;33.60695
Sloboda;Sloboda;Lviv;;місто;49.98333;23.63333
Sloboda;Слобода;Kyiv;;місто;49.90806;30.83399
Sloboda;Sloboda;Kyiv;;місто;49.71667;29.66667
Sloboda;Sloboda;Kyiv;;місто;49.38333;29.66667
Sloboda;Sloboda;Ivano-Frankivsk;;місто;49.26337;24.6886
Sloboda;Sloboda;Lviv;;місто;49.18333;23.05
Sloboda-Dolynska;Слобода-Долинская;Ivano-Frankivsk;;місто;49.03198;24.02611
Svoboda;Svoboda;Zakarpattia;;місто;48.63309;23.75313
Sloboda;Sloboda;Ivano-Frankivsk;;місто;48.45788;24.8203
Sloboda;Sloboda;Chernivtsi;;місто;48.27781;26.19726
Lukovytsya;Луковица;Chernivtsi;;місто;48.19527;26.0863
Slobidka Skypchans’ka;Slobidka Skypchans’ka;Chernivtsi;;місто;49.02799;26.53986
Slyvky;Slyvky;Ivano-Frankivsk;;місто;48.77878;24.20332
Slyvyne;Сливино;Mykolaiv;;місто;47.00698;31.85236
Slipchytsi;Slipchytsi;Zhytomyr;;місто;50.47652;28.85866
Slipushynske;Slipushynske;Kherson;;місто;46.20131;32.39165
Sledze;Sledze;Lviv;;місто;50.16667;23.85
Slidy;Slidy;Vinnytsia;;місто;48.58614;27.93854
Slidy;Slidy;Vinnytsia;;місто;48.82065;28.51441
Sloviatyn;Sloviatyn;Ternopil;;місто;49.30515;24.85984
Slavyanskoye;Славянское;Crimea;;місто;45.72768;33.32165
Slovianka;Slovianka;Zaporizhzhia;;місто;47.24886;35.37144
Svyatohirsk;Славяногорск;Donetsk;;місто;49.0382;37.56708
Slovianka;Славянка;Dnipropetrovsk;;місто;48.40045;36.71838
Slovianka;Slovianka;Dnipropetrovsk;;місто;47.77456;33.98625
Slavuta;Славута;Khmelnytskyi;;місто;50.29609;26.86613
Slavske;Славское;Lviv;;місто;48.84515;23.44588
Slavshchizna;Slavshchizna;Lviv;;місто;49.43333;23.86667
Slaviv;Slaviv;Zhytomyr;;місто;50.49429;28.53546
Slavne;Slavne;Dnipropetrovsk;;місто;48.30358;36.72857
Slavne;Slavne;Zaporizhzhia;;місто;47.76061;35.68576
Slavnoye;Славное;Crimea;;місто;45.72176;33.23689
Slavna;Slavna;Ternopil;;місто;49.71885;25.02857
Slavna;Slavna;Vinnytsia;;місто;49.27684;29.04333
Slavenshchyna;Slavenshchyna;Zhytomyr;;місто;51.25846;29.14917
Slavhorod;Славгород;Sumy;;місто;50.58853;35.35719
Slavhorod;Славгород;Dnipropetrovsk;;місто;48.09951;35.51722
Slovianske;Slavyans’ke;Crimea;;місто;45.68493;34.6943
Slatyne;Слатине;Kharkivs’ka Oblast’;;місто;50.21041;36.15376
Solodkovodne;Сладководное;Zaporizhzhia;;місто;47.57048;36.76718
Solodke;Solodke;Zaporizhzhia;;місто;47.14757;35.19513
Solodka Balka;Solodka Balka;Zaporizhzhia;;місто;47.38576;35.78782
Slachëvka;Slachëvka;Kyiv;;місто;51.11667;29.53333
Slabunivka;Slabunivka;Kharkivs’ka Oblast’;;місто;49.4334;37.17984
Slabyn;Слабин;Chernihiv;;місто;51.35366;31.12139
Skyrtiane;Скиртяноe;Kharkivs’ka Oblast’;;місто;49.02007;35.68496
Skypche;Skypche;Khmelnytskyi;;місто;49.05832;26.53271
Skybyn;Skybyn;Vinnytsia;;місто;49.15529;29.3975
Skvortsovo;Скворцово;Crimea;;місто;45.07542;33.82084
Skvortsivka;Скворцовка;Kherson;;місто;46.5707;33.94713
Skvyra;Сквира;Kyiv;;місто;49.73303;29.66426
Stara Skvariava;Stara Skvariava;Lviv;;місто;50.03923;23.94563
Skvariava;Skvariava;Lviv;;місто;49.86809;24.74981
Skuraty;Skuraty;Zhytomyr;;місто;50.94256;29.09717
Skupova;Skupova;Ivano-Frankivsk;;місто;48.06667;24.8
Skunosove;Skunosove;Sumy;;місто;51.29686;33.85247
Skulyn;Skulyn;Volyn;;місто;51.2795;24.88986
Skuhari;Skuhari;Chernihiv;;місто;51.52532;30.8871
Skudne;Skudne;Donetsk;;місто;47.90987;36.7988
Skubii;Skubii;Poltava;;місто;49.36667;34.21667
Skrypytsia;Skrypytsia;Volyn;;місто;51.31974;24.14911
Skrynya;Skrynya;Kharkivs’ka Oblast’;;місто;49.61667;36.18333
Skryhalivka;Скригалевка;Kyiv;;місто;50.08828;29.72706
Skrytske;Skrytske;Vinnytsia;;місто;48.77227;29.01688
Skrypai;Скрипаи;Kharkivs’ka Oblast’;;місто;49.72646;36.60265
Skrebelychi;Skrebelychi;Zhytomyr;;місто;51.35382;28.55756
Skrahlivka;Skrahlivka;Zhytomyr;;місто;49.94108;28.53914
Skoviatyn;Skoviatyn;Ternopil;;місто;48.72837;26.03196
Skovorodky;Skovorodky;Khmelnytskyi;;місто;49.61136;27.19583
Skovorodynivka;Skovorodynivka;Kharkivs’ka Oblast’;;місто;50.15787;35.77338
Skotarske;Skotarske;Zakarpattia;;місто;48.73287;23.26521
Skorodna;Скородная;Luhansk;;місто;49.49633;39.48796
Skorodna;Skorodna;Luhansk;;місто;49.36667;39.51667
Skorodyntsi;Skorodyntsi;Ternopil;;місто;49.07878;25.74821
Haivshchyna;Haivshchyna;Poltava;;місто;50.37396;33.38976
Skorobahatky;Skorobahatky;Poltava;;місто;50.23844;33.23666
Skorykivka;Skorykivka;Cherkasy;;місто;49.81503;32.08513
Skoryky;Skoryky;Ternopil;;місто;49.59764;26.14065
Skorinets;Skorinets;Chernihiv;;місто;51.316;31.30627
Skopuvka;Skopuvka;Ivano-Frankivsk;;місто;48.68047;24.8902
Skomoroshky;Skomoroshky;Vinnytsia;;місто;49.32851;29.44369
Skomorokhy;Skomorokhy;Ternopil;;місто;48.92343;25.38237
Skomorokhy;Skomorokhy;Lviv;;місто;50.53756;24.32264
Skomorokhy;Skomorokhy;Zhytomyr;;місто;50.1872;28.7344
Skomorokhy;Skomorokhy;Ternopil;;місто;49.40487;25.72637
Skolobiv;Skolobiv;Zhytomyr;;місто;50.51203;28.35882
Skole;Сколе;Lviv;;місто;49.03767;23.51359
Skochyshche;Скочиск;Zhytomyr;;місто;50.10829;29.3482
Skobelka;Skobelka;Volyn;;місто;50.51256;24.78322
Skobeleve;Скобелево;Mykolaiv;;місто;47.61403;32.84775
Sknyliv;Sknyliv;Lviv;;місто;49.86793;24.63557
